Transaction ID,Customer ID,Product,Category,Region,Sales Amount,Quantity,Date,Payment Method
T08549,C6685,Camera,Electronics,East,724.17,6,2023-05-14,UPI
T08550,C9101,Monitor,Electronics,North,918.23,3,2024-03-27,Cash
T08551,C9518,Smartwatch,Accessories,South,692.35,9,2024-03-09,Online Payment
T08552,C4936,Keyboard,Accessories,West,1156.28,2,2022-12-10,UPI
T08553,C2664,Smartwatch,Accessories,West,1851.56,1,2024-09-29,UPI
T08554,C5287,Laptop,Electronics,West,1189.81,10,2023-12-20,Debit Card
T08555,C7782,Smartwatch,Office Equipment,West,1483.01,7,2024-01-03,Credit Card
T08556,C4726,Camera,Electronics,West,776.48,5,2023-01-13,Online Payment
T08557,C1481,Tablet,Office Equipment,South,180.68,7,2023-08-18,Cash
T08558,C3068,Headphones,Accessories,South,1904.97,9,2022-12-10,Cash
T08559,C4544,Mobile Phone,Accessories,West,736.03,3,2024-10-29,Cash
T08560,C7720,Smartwatch,Accessories,North,1544.72,8,2024-02-28,Debit Card
T08561,C8510,Camera,Accessories,South,967.53,6,2023-01-04,Cash
T08562,C4749,Printer,Electronics,West,714.72,8,2023-09-29,UPI
T08563,C4065,Tablet,Accessories,West,661.76,8,2023-07-30,Credit Card
T08564,C5446,Keyboard,Accessories,South,482.04,10,2024-07-22,Online Payment
T08565,C8716,Mobile Phone,Accessories,North,849.0,3,2023-03-24,Cash
T08566,C1358,Mobile Phone,Electronics,East,922.71,10,2023-06-09,Debit Card
T08567,C5147,Headphones,Accessories,South,262.62,8,2024-08-07,UPI
T08568,C2164,Camera,Electronics,North,522.52,10,2024-09-29,UPI
T08569,C6991,Laptop,Accessories,West,424.92,10,2024-05-02,UPI
T08570,C5387,Monitor,Electronics,West,833.8,1,2023-02-17,Debit Card
T08571,C7268,Printer,Office Equipment,South,999.15,8,2023-04-10,Debit Card
T08572,C1052,Mobile Phone,Electronics,West,1371.53,8,2024-07-25,Credit Card
T08573,C8044,Monitor,Accessories,North,789.84,8,2024-02-28,Cash
T08574,C3571,Smartwatch,Office Equipment,South,443.41,3,2024-06-11,UPI
T08575,C4376,Printer,Accessories,West,856.54,2,2023-01-07,Debit Card
T08576,C4575,Camera,Electronics,North,51.85,4,2023-12-17,UPI
T08577,C7140,Tablet,Accessories,North,280.81,10,2024-10-14,Cash
T08578,C5515,Mobile Phone,Electronics,West,232.54,7,2022-12-11,Cash
T08579,C1585,Keyboard,Accessories,South,1331.06,3,2023-03-05,UPI
T08580,C7872,Tablet,Office Equipment,South,1031.95,7,2023-12-31,Credit Card
T08581,C1312,Laptop,Accessories,East,1998.24,8,2024-03-19,Credit Card
T08582,C8642,Camera,Office Equipment,South,139.7,1,2024-07-03,Cash
T08583,C3802,Mobile Phone,Office Equipment,South,863.75,2,2024-02-24,Credit Card
T08584,C9273,Laptop,Office Equipment,North,1741.46,5,2023-08-24,Credit Card
T08585,C1445,Smartwatch,Accessories,North,1966.56,8,2024-10-12,Online Payment
T08586,C8963,Headphones,Accessories,South,370.02,3,2024-03-10,Debit Card
T08587,C1815,Printer,Electronics,East,268.92,7,2023-01-04,Cash
T08588,C5744,Monitor,Electronics,West,988.85,6,2022-12-31,Cash
T08589,C4080,Laptop,Accessories,East,1115.02,5,2023-03-26,Debit Card
T08590,C7382,Mobile Phone,Office Equipment,South,626.25,7,2023-07-08,UPI
T08591,C2024,Keyboard,Electronics,South,740.85,9,2024-08-16,UPI
T08592,C1516,Smartwatch,Accessories,North,1250.99,6,2023-03-16,Credit Card
T08593,C6747,Camera,Office Equipment,North,716.07,9,2023-04-28,Credit Card
T08594,C8083,Desktop,Office Equipment,West,1617.45,5,2024-09-17,Credit Card
T08595,C8628,Keyboard,Office Equipment,North,1969.49,1,2024-07-09,Online Payment
T08596,C6827,Headphones,Electronics,East,1368.02,9,2024-06-02,UPI
T08597,C9822,Keyboard,Accessories,West,1549.94,1,2023-12-26,UPI
T08598,C8805,Printer,Electronics,East,1221.0,3,2024-11-28,Debit Card
T08599,C7643,Camera,Electronics,East,891.34,9,2024-02-29,Credit Card
T08600,C2850,Desktop,Electronics,North,182.5,3,2024-02-15,Online Payment
T08601,C2866,Laptop,Office Equipment,South,759.67,8,2023-11-21,Debit Card
T08602,C7985,Printer,Office Equipment,East,1997.81,3,2023-08-18,Debit Card
T08603,C1949,Camera,Electronics,South,1975.01,7,2023-09-05,Online Payment
T08604,C9648,Camera,Accessories,East,1161.15,1,2024-05-11,Credit Card
T08605,C8622,Monitor,Electronics,West,1033.32,10,2023-03-20,UPI
T08606,C1350,Printer,Office Equipment,South,1652.74,4,2024-09-19,Credit Card
T08607,C7020,Keyboard,Office Equipment,South,1525.96,8,2023-09-09,Cash
T08608,C5638,Printer,Accessories,North,1543.21,9,2024-02-08,Online Payment
T08609,C9350,Mobile Phone,Electronics,East,1246.63,10,2024-05-27,Cash
T08610,C3052,Desktop,Electronics,North,1657.46,6,2023-02-03,Online Payment
T08611,C7073,Keyboard,Electronics,North,1647.21,5,2024-09-25,Credit Card
T08612,C4895,Monitor,Accessories,East,1354.29,3,2024-03-10,Credit Card
T08613,C3843,Headphones,Accessories,North,1899.27,10,2024-01-13,UPI
T08614,C4056,Headphones,Electronics,West,689.38,5,2024-03-03,UPI
T08615,C9043,Monitor,Accessories,West,1321.67,4,2024-08-14,Online Payment
T08616,C2896,Desktop,Accessories,West,1860.99,3,2024-01-16,Credit Card
T08617,C5999,Tablet,Office Equipment,South,116.97,7,2024-04-10,UPI
T08618,C4770,Smartwatch,Electronics,East,1560.12,3,2023-06-26,Cash
T08619,C8819,Camera,Electronics,North,198.13,5,2023-09-07,Debit Card
T08620,C8448,Monitor,Accessories,West,1089.14,7,2024-03-28,Cash
T08621,C7337,Monitor,Office Equipment,West,681.65,9,2023-06-24,Credit Card
T08622,C2949,Monitor,Office Equipment,South,649.7,2,2023-05-15,Credit Card
T08623,C4335,Keyboard,Accessories,North,1774.67,7,2024-08-19,UPI
T08624,C2816,Tablet,Electronics,North,954.13,1,2024-08-16,Credit Card
T08625,C8377,Monitor,Accessories,South,893.3,4,2024-07-17,Cash
T08626,C2953,Headphones,Electronics,West,904.77,4,2024-01-05,Credit Card
T08627,C2848,Smartwatch,Accessories,West,977.9,2,2024-07-05,Cash
T08628,C6229,Desktop,Office Equipment,South,90.54,9,2024-09-18,Online Payment
T08629,C5896,Laptop,Electronics,West,1029.81,2,2023-10-09,UPI
T08630,C7793,Tablet,Accessories,West,831.71,9,2024-07-29,Cash
T08631,C4646,Headphones,Office Equipment,West,457.76,2,2024-03-30,Credit Card
T08632,C2406,Smartwatch,Accessories,North,129.97,6,2023-07-14,Credit Card
T08633,C1593,Laptop,Electronics,West,588.29,6,2024-02-20,Credit Card
T08634,C2852,Keyboard,Accessories,East,63.53,6,2024-08-12,Credit Card
T08635,C9291,Monitor,Electronics,West,1525.55,9,2023-12-17,Cash
T08636,C5592,Keyboard,Electronics,East,1787.24,1,2023-09-19,Cash
T08637,C3181,Mobile Phone,Accessories,North,210.77,6,2023-09-09,Debit Card
T08638,C5707,Tablet,Accessories,West,517.31,1,2023-11-25,Credit Card
T08639,C2824,Headphones,Electronics,South,554.13,3,2023-04-28,Cash
T08640,C3912,Smartwatch,Accessories,West,723.83,6,2024-11-30,Debit Card
T08641,C2836,Laptop,Office Equipment,East,350.96,6,2024-02-01,UPI
T08642,C2802,Headphones,Office Equipment,East,684.23,6,2023-01-23,Debit Card
T08643,C5604,Camera,Electronics,West,1036.47,1,2022-12-08,Credit Card
T08644,C1160,Monitor,Accessories,South,1996.51,1,2022-12-25,UPI
T08645,C8954,Headphones,Electronics,West,318.99,8,2024-11-16,Credit Card
T08646,C4642,Smartwatch,Accessories,West,78.81,2,2024-07-30,Debit Card
T08647,C6542,Desktop,Accessories,North,563.65,9,2023-03-25,Debit Card
T08648,C3684,Desktop,Accessories,North,1869.21,9,2024-03-06,UPI
T08649,C4387,Laptop,Electronics,South,785.77,9,2024-01-04,UPI
T08650,C8527,Camera,Electronics,East,71.3,4,2023-01-10,Cash
T08651,C9713,Camera,Electronics,North,489.61,1,2024-06-24,Online Payment
T08652,C1040,Camera,Office Equipment,West,1304.9,2,2024-01-29,Credit Card
T08653,C7988,Desktop,Electronics,East,582.04,8,2024-08-13,Online Payment
T08654,C4140,Desktop,Accessories,East,604.04,5,2023-01-18,UPI
T08655,C2118,Camera,Office Equipment,South,952.43,3,2024-02-12,Credit Card
T08656,C1199,Printer,Office Equipment,East,413.52,9,2024-02-28,Credit Card
T08657,C3262,Smartwatch,Office Equipment,South,776.48,8,2023-12-28,Cash
T08658,C6008,Laptop,Accessories,North,761.93,3,2024-11-17,UPI
T08659,C2050,Keyboard,Office Equipment,South,621.09,10,2023-03-22,Online Payment
T08660,C7775,Camera,Electronics,South,805.29,5,2024-06-28,Credit Card
T08661,C3600,Keyboard,Office Equipment,West,1112.58,7,2024-10-11,Cash
T08662,C5071,Camera,Electronics,West,902.34,9,2024-08-04,Debit Card
T08663,C3217,Camera,Office Equipment,East,91.76,6,2024-03-01,Cash
T08664,C1452,Headphones,Electronics,East,1875.39,7,2024-08-27,Debit Card
T08665,C4629,Headphones,Accessories,East,211.58,6,2023-01-18,Online Payment
T08666,C8143,Mobile Phone,Accessories,West,1013.51,2,2023-03-01,UPI
T08667,C1507,Desktop,Office Equipment,South,1766.25,6,2024-07-27,Credit Card
T08668,C3790,Mobile Phone,Electronics,East,338.53,6,2024-08-02,Online Payment
T08669,C4707,Tablet,Accessories,North,1070.14,8,2022-12-31,Credit Card
T08670,C8768,Mobile Phone,Office Equipment,East,54.8,2,2023-07-27,UPI
T08671,C2666,Mobile Phone,Electronics,North,1758.89,4,2024-05-11,Credit Card
T08672,C7089,Laptop,Office Equipment,North,1869.9,9,2024-11-12,Credit Card
T08673,C6695,Keyboard,Electronics,South,397.57,9,2023-06-14,Debit Card
T08674,C8673,Desktop,Office Equipment,West,214.72,7,2024-02-01,Online Payment
T08675,C4895,Printer,Electronics,East,952.07,10,2024-06-25,Credit Card
T08676,C2026,Desktop,Electronics,South,917.92,1,2023-09-02,Credit Card
T08677,C1390,Desktop,Accessories,South,241.64,5,2024-03-16,UPI
T08678,C2058,Laptop,Accessories,East,1355.2,5,2023-05-15,Credit Card
T08679,C1437,Camera,Office Equipment,West,86.63,1,2023-09-02,Cash
T08680,C2048,Camera,Office Equipment,East,822.44,1,2024-06-01,Debit Card
T08681,C3027,Camera,Accessories,South,911.6,1,2023-08-17,Cash
T08682,C2339,Mobile Phone,Office Equipment,East,1725.15,5,2024-11-15,UPI
T08683,C3617,Smartwatch,Office Equipment,North,1016.46,2,2023-05-24,Debit Card
T08684,C9596,Desktop,Accessories,East,1730.41,8,2023-09-18,UPI
T08685,C8158,Printer,Accessories,North,1554.86,3,2023-06-10,Cash
T08686,C2265,Tablet,Accessories,West,1378.52,8,2023-05-04,Credit Card
T08687,C6981,Tablet,Office Equipment,East,1853.96,1,2024-07-11,UPI
T08688,C5741,Headphones,Accessories,South,315.79,1,2024-07-17,Online Payment
T08689,C1921,Monitor,Electronics,East,1857.96,7,2024-01-03,Online Payment
T08690,C2010,Headphones,Accessories,South,1408.97,10,2023-10-18,Online Payment
T08691,C2924,Headphones,Accessories,East,185.85,4,2024-06-11,UPI
T08692,C6826,Tablet,Electronics,West,1768.42,7,2024-05-07,Online Payment
T08693,C3787,Desktop,Electronics,North,1181.37,1,2024-05-05,UPI
T08694,C7611,Laptop,Office Equipment,North,1845.16,4,2024-06-19,Cash
T08695,C6364,Mobile Phone,Electronics,South,728.43,6,2023-05-17,Online Payment
T08696,C2148,Printer,Accessories,North,1751.06,2,2023-04-17,Online Payment
T08697,C8456,Tablet,Electronics,West,911.34,3,2023-07-10,Debit Card
T08698,C1440,Laptop,Office Equipment,North,1571.01,4,2023-02-18,UPI
T08699,C9413,Tablet,Office Equipment,West,1588.03,5,2024-07-09,Online Payment
T08700,C9517,Monitor,Accessories,North,1738.23,3,2024-02-12,UPI
T08701,C9132,Desktop,Office Equipment,East,54.1,6,2024-10-16,Debit Card
T08702,C8917,Monitor,Electronics,East,1323.15,2,2024-04-14,Debit Card
T08703,C2320,Mobile Phone,Office Equipment,North,907.66,5,2024-06-12,Debit Card
T08704,C6401,Keyboard,Office Equipment,North,1573.02,6,2023-07-24,Online Payment
T08705,C3622,Keyboard,Office Equipment,West,1630.03,1,2024-10-08,Cash
T08706,C1547,Laptop,Accessories,South,922.4,3,2023-11-29,UPI
T08707,C5676,Camera,Accessories,North,961.9,2,2023-07-27,UPI
T08708,C2080,Keyboard,Office Equipment,West,1286.51,6,2024-05-06,Debit Card
T08709,C1050,Tablet,Electronics,West,1356.91,5,2023-11-01,Credit Card
T08710,C9067,Mobile Phone,Accessories,South,1190.16,3,2024-08-03,Cash
T08711,C1171,Monitor,Office Equipment,East,1983.7,10,2024-04-28,Cash
T08712,C9100,Printer,Accessories,South,1816.38,4,2023-07-15,Debit Card
T08713,C8612,Laptop,Electronics,South,1376.79,8,2023-04-08,Credit Card
T08714,C2161,Monitor,Electronics,North,1065.96,7,2023-02-06,Cash
T08715,C3652,Desktop,Electronics,West,1710.17,9,2023-02-26,Cash
T08716,C1556,Monitor,Electronics,East,679.96,6,2024-02-05,Online Payment
T08717,C2450,Printer,Electronics,North,1413.57,3,2024-03-04,Online Payment
T08718,C5210,Tablet,Electronics,North,1021.91,8,2023-08-07,Credit Card
T08719,C2192,Monitor,Office Equipment,East,1810.15,1,2023-12-20,Online Payment
T08720,C1669,Mobile Phone,Electronics,North,1058.75,3,2024-10-09,Online Payment
T08721,C3580,Keyboard,Office Equipment,North,1328.1,2,2023-05-08,Cash
T08722,C2959,Monitor,Accessories,East,1374.47,1,2024-03-24,Cash
T08723,C3398,Laptop,Electronics,South,622.9,1,2024-05-02,Credit Card
T08724,C4373,Keyboard,Accessories,South,236.73,8,2023-06-26,Online Payment
T08725,C6846,Mobile Phone,Accessories,West,579.22,9,2024-08-24,Debit Card
T08726,C1259,Mobile Phone,Accessories,North,677.36,3,2023-09-24,Online Payment
T08727,C2418,Smartwatch,Accessories,North,1623.02,5,2024-10-27,Online Payment
T08728,C7524,Printer,Accessories,East,893.44,2,2023-11-14,Credit Card
T08729,C5626,Monitor,Electronics,South,1846.22,8,2024-06-15,Debit Card
T08730,C2985,Mobile Phone,Office Equipment,North,1419.72,10,2024-01-21,Debit Card
T08731,C3174,Laptop,Electronics,East,618.61,10,2024-07-27,Cash
T08732,C8098,Desktop,Accessories,East,253.75,10,2024-05-25,Credit Card
T08733,C9775,Camera,Electronics,South,1076.84,10,2024-03-03,Credit Card
T08734,C1320,Monitor,Office Equipment,South,1388.85,6,2022-12-31,Online Payment
T08735,C9960,Desktop,Office Equipment,South,73.96,8,2023-01-01,UPI
T08736,C8199,Headphones,Accessories,East,1525.25,9,2024-08-31,Credit Card
T08737,C8282,Camera,Accessories,West,1972.26,4,2024-11-01,Cash
T08738,C6470,Desktop,Office Equipment,East,155.59,6,2023-09-07,Online Payment
T08739,C3717,Keyboard,Accessories,East,441.59,10,2023-06-11,UPI
T08740,C3227,Mobile Phone,Office Equipment,South,1295.77,7,2023-07-09,UPI
T08741,C1586,Laptop,Accessories,North,1829.89,5,2024-07-03,Credit Card
T08742,C3873,Headphones,Accessories,North,122.16,2,2024-03-24,Cash
T08743,C4458,Smartwatch,Office Equipment,East,1616.52,6,2024-04-05,Credit Card
T08744,C7578,Laptop,Accessories,South,321.79,10,2024-09-13,Online Payment
T08745,C2965,Tablet,Office Equipment,East,1051.68,2,2024-08-08,Credit Card
T08746,C6303,Laptop,Office Equipment,South,1231.19,7,2023-08-10,Debit Card
T08747,C3441,Headphones,Electronics,East,864.51,9,2023-09-07,Online Payment
T08748,C2920,Printer,Accessories,South,570.91,6,2023-01-30,UPI
T08749,C1193,Headphones,Electronics,South,803.12,4,2024-07-23,Credit Card
T08750,C4823,Tablet,Accessories,West,1502.73,6,2024-08-22,Online Payment
T08751,C4143,Keyboard,Accessories,West,562.26,10,2023-06-28,Cash
T08752,C8068,Tablet,Electronics,South,1478.86,7,2023-09-04,Debit Card
T08753,C8848,Headphones,Electronics,East,1415.63,5,2024-09-03,Cash
T08754,C5152,Printer,Accessories,North,1706.86,7,2023-09-10,Credit Card
T08755,C8379,Mobile Phone,Electronics,East,1516.58,7,2024-02-27,Cash
T08756,C2197,Laptop,Office Equipment,South,873.53,10,2024-10-30,Cash
T08757,C6915,Monitor,Accessories,North,166.24,9,2023-03-30,UPI
T08758,C1625,Headphones,Electronics,North,1763.78,10,2024-08-01,Online Payment
T08759,C5195,Tablet,Accessories,South,84.55,5,2023-05-22,Online Payment
T08760,C6482,Monitor,Accessories,West,1385.22,5,2023-01-30,Credit Card
T08761,C4877,Tablet,Electronics,South,418.21,5,2023-07-07,Debit Card
T08762,C5527,Printer,Accessories,East,1918.92,8,2023-05-24,UPI
T08763,C3574,Desktop,Accessories,West,1813.96,8,2023-05-09,Online Payment
T08764,C9704,Printer,Electronics,South,862.95,6,2023-01-14,Credit Card
T08765,C1138,Laptop,Electronics,East,167.8,9,2022-12-13,Online Payment
T08766,C6212,Tablet,Office Equipment,West,941.71,4,2024-10-05,Debit Card
T08767,C7752,Smartwatch,Accessories,West,1929.37,7,2024-10-09,Debit Card
T08768,C1566,Headphones,Accessories,North,749.69,2,2023-01-17,Debit Card
T08769,C7015,Smartwatch,Accessories,West,1379.67,6,2023-12-29,Credit Card
T08770,C6025,Keyboard,Accessories,South,455.14,9,2023-08-23,Online Payment
T08771,C2683,Tablet,Office Equipment,East,1345.17,9,2023-12-22,Cash
T08772,C8091,Mobile Phone,Office Equipment,South,1246.69,2,2024-03-17,Credit Card
T08773,C9448,Desktop,Office Equipment,West,676.72,10,2024-10-01,Cash
T08774,C1947,Headphones,Office Equipment,North,1324.26,8,2024-02-27,UPI
T08775,C3154,Laptop,Office Equipment,West,1672.78,1,2023-06-29,Online Payment
T08776,C3603,Tablet,Accessories,East,330.22,9,2023-12-22,UPI
T08777,C1366,Laptop,Accessories,South,1868.31,4,2024-10-08,Credit Card
T08778,C6810,Tablet,Office Equipment,North,1985.02,4,2023-02-21,Online Payment
T08779,C4928,Printer,Electronics,North,675.86,6,2023-05-16,Online Payment
T08780,C6286,Keyboard,Office Equipment,East,1385.55,9,2023-10-02,Credit Card
T08781,C9873,Tablet,Electronics,North,229.83,10,2024-12-02,Debit Card
T08782,C8573,Tablet,Electronics,North,295.82,10,2023-07-24,Credit Card
T08783,C7263,Smartwatch,Accessories,East,284.26,7,2023-04-11,Debit Card
T08784,C1567,Headphones,Electronics,North,1609.37,6,2023-05-27,Cash
T08785,C8174,Printer,Accessories,North,1434.74,1,2024-02-11,UPI
T08786,C8837,Headphones,Office Equipment,West,778.19,3,2023-05-09,Debit Card
T08787,C9527,Desktop,Electronics,North,1437.75,10,2024-10-01,Debit Card
T08788,C1444,Headphones,Electronics,South,1125.26,3,2024-03-24,Cash
T08789,C2360,Keyboard,Accessories,South,1267.08,1,2024-02-21,UPI
T08790,C2767,Laptop,Electronics,East,844.08,1,2024-06-09,UPI
T08791,C9762,Laptop,Electronics,North,1274.15,2,2023-06-15,Cash
T08792,C8561,Tablet,Electronics,West,1489.12,10,2023-03-07,Online Payment
T08793,C2985,Tablet,Accessories,North,1666.61,8,2023-08-03,Debit Card
T08794,C8405,Desktop,Office Equipment,East,1025.45,1,2024-11-25,Credit Card
T08795,C8727,Desktop,Office Equipment,West,946.94,3,2024-04-01,Credit Card
T08796,C1246,Printer,Office Equipment,West,1439.89,1,2024-05-09,Credit Card
T08797,C6514,Smartwatch,Accessories,West,751.4,8,2023-05-24,UPI
T08798,C2331,Camera,Accessories,South,1208.13,9,2024-03-12,Cash
T08799,C4213,Laptop,Accessories,East,1273.51,9,2023-06-11,Online Payment
T08800,C8723,Desktop,Electronics,East,634.9,9,2024-07-28,Debit Card
T08801,C6872,Monitor,Accessories,South,1639.97,2,2023-04-04,Debit Card
T08802,C9404,Laptop,Electronics,North,1164.45,6,2023-03-12,Credit Card
T08803,C9492,Printer,Accessories,West,770.92,10,2023-01-31,Credit Card
T08804,C9389,Mobile Phone,Office Equipment,South,1103.26,9,2024-08-03,Debit Card
T08805,C5552,Tablet,Office Equipment,South,566.91,3,2023-12-12,Cash
T08806,C9969,Monitor,Electronics,West,1659.42,1,2023-02-04,Cash
T08807,C9689,Mobile Phone,Accessories,West,149.18,3,2023-08-10,Debit Card
T08808,C5238,Headphones,Electronics,South,368.56,2,2024-07-08,Cash
T08809,C7434,Tablet,Electronics,South,269.73,10,2023-04-28,Debit Card
T08810,C8042,Mobile Phone,Office Equipment,East,1931.21,2,2024-07-24,Online Payment
T08811,C8808,Camera,Office Equipment,East,817.76,4,2024-09-24,UPI
T08812,C9704,Printer,Accessories,West,1979.59,8,2023-05-03,Cash
T08813,C6446,Printer,Electronics,West,1663.83,8,2024-07-15,Cash
T08814,C6426,Camera,Electronics,East,788.72,1,2024-10-18,Online Payment
T08815,C8133,Mobile Phone,Office Equipment,North,897.83,10,2024-02-01,Credit Card
T08816,C6179,Mobile Phone,Office Equipment,South,597.86,8,2024-06-28,UPI
T08817,C7947,Headphones,Office Equipment,East,519.26,1,2023-02-05,UPI
T08818,C5240,Mobile Phone,Office Equipment,South,1365.68,1,2024-05-03,UPI
T08819,C6275,Keyboard,Accessories,West,1882.81,1,2023-12-22,Credit Card
T08820,C7852,Monitor,Office Equipment,West,217.92,4,2024-05-01,Credit Card
T08821,C7576,Keyboard,Office Equipment,North,145.8,4,2024-02-01,Credit Card
T08822,C9603,Mobile Phone,Accessories,West,1642.45,4,2022-12-26,Debit Card
T08823,C9019,Mobile Phone,Accessories,East,1844.67,3,2023-01-09,Credit Card
T08824,C8970,Laptop,Office Equipment,East,76.93,1,2023-11-30,Credit Card
T08825,C8482,Keyboard,Office Equipment,North,1488.27,3,2023-12-01,Credit Card
T08826,C3051,Mobile Phone,Accessories,East,1391.98,3,2024-04-14,Cash
T08827,C5847,Smartwatch,Electronics,West,1629.68,9,2024-03-09,Online Payment
T08828,C7548,Camera,Office Equipment,South,1451.0,8,2023-05-27,Credit Card
T08829,C6863,Camera,Electronics,North,1076.33,1,2023-10-21,Credit Card
T08830,C4028,Camera,Electronics,South,528.65,6,2023-10-14,UPI
T08831,C8637,Tablet,Office Equipment,South,773.62,8,2023-02-26,UPI
T08832,C4541,Camera,Electronics,West,1371.27,10,2023-02-27,UPI
T08833,C9880,Smartwatch,Electronics,South,1374.51,10,2023-09-30,UPI
T08834,C6742,Smartwatch,Office Equipment,East,74.49,3,2024-11-23,Online Payment
T08835,C2429,Monitor,Accessories,South,429.54,2,2023-12-11,Online Payment
T08836,C2936,Smartwatch,Electronics,South,1654.64,1,2024-02-01,Cash
T08837,C3824,Mobile Phone,Accessories,South,264.53,10,2024-03-25,Credit Card
T08838,C9097,Tablet,Electronics,East,1782.83,5,2024-01-26,Online Payment
T08839,C4951,Smartwatch,Accessories,South,1570.48,9,2024-04-25,Debit Card
T08840,C5180,Laptop,Office Equipment,North,1434.06,10,2024-07-18,Cash
T08841,C6212,Mobile Phone,Office Equipment,North,1866.76,7,2023-06-23,Cash
T08842,C4348,Keyboard,Electronics,North,76.01,7,2024-06-24,Credit Card
T08843,C1587,Mobile Phone,Office Equipment,West,324.6,5,2023-05-10,Credit Card
T08844,C3280,Monitor,Electronics,North,993.64,3,2023-07-29,Credit Card
T08845,C6724,Camera,Office Equipment,East,676.83,8,2023-07-23,Credit Card
T08846,C8210,Headphones,Electronics,West,396.73,6,2023-07-17,Cash
T08847,C5085,Camera,Accessories,South,210.87,2,2023-08-17,UPI
T08848,C2603,Printer,Accessories,South,1130.69,5,2023-12-14,Online Payment
T08849,C6789,Keyboard,Electronics,East,1753.6,9,2024-10-05,Debit Card
T08850,C5000,Monitor,Accessories,North,1737.74,5,2023-09-20,Debit Card
T08851,C8840,Camera,Electronics,West,1071.57,3,2023-03-12,Cash
T08852,C5122,Mobile Phone,Office Equipment,North,510.45,4,2023-03-23,Cash
T08853,C9008,Smartwatch,Accessories,North,1038.74,1,2022-12-13,Debit Card
T08854,C3962,Monitor,Electronics,South,1083.03,5,2024-05-05,Online Payment
T08855,C9225,Monitor,Electronics,East,682.95,6,2024-11-22,Cash
T08856,C7395,Mobile Phone,Accessories,North,557.97,5,2023-05-19,UPI
T08857,C9204,Headphones,Accessories,East,950.33,5,2024-02-22,Cash
T08858,C3552,Printer,Office Equipment,West,79.7,4,2024-06-23,Cash
T08859,C4798,Camera,Office Equipment,East,1224.69,9,2024-01-26,Online Payment
T08860,C3914,Camera,Accessories,South,1675.84,2,2023-03-11,Cash
T08861,C3649,Tablet,Electronics,North,1034.37,10,2023-11-19,Credit Card
T08862,C4856,Smartwatch,Office Equipment,South,804.16,10,2024-01-09,Online Payment
T08863,C6305,Desktop,Accessories,West,1613.2,9,2023-05-17,UPI
T08864,C7122,Headphones,Office Equipment,North,1976.51,1,2023-08-02,Cash
T08865,C8814,Printer,Accessories,North,725.67,3,2024-05-11,UPI
T08866,C4157,Smartwatch,Electronics,West,297.02,3,2023-09-02,Online Payment
T08867,C3198,Monitor,Office Equipment,North,1542.88,4,2024-07-08,Cash
T08868,C8755,Smartwatch,Electronics,East,1026.12,2,2023-11-07,Debit Card
T08869,C4866,Camera,Office Equipment,South,1008.87,8,2023-07-31,Credit Card
T08870,C7778,Tablet,Accessories,West,246.27,1,2024-05-10,Debit Card
T08871,C9788,Camera,Accessories,North,1651.32,9,2024-09-16,Cash
T08872,C3432,Camera,Electronics,North,484.1,3,2024-02-12,Cash
T08873,C4040,Mobile Phone,Office Equipment,North,954.98,3,2024-05-24,Cash
T08874,C4830,Headphones,Office Equipment,North,887.09,1,2022-12-24,UPI
T08875,C5141,Laptop,Accessories,North,300.41,10,2024-06-28,Credit Card
T08876,C3420,Camera,Accessories,South,1283.72,4,2023-12-14,Credit Card
T08877,C7640,Mobile Phone,Electronics,South,512.38,8,2023-10-01,Debit Card
T08878,C5360,Laptop,Electronics,South,1285.9,10,2024-09-05,Cash
T08879,C8947,Smartwatch,Accessories,West,1630.73,1,2024-05-29,Online Payment
T08880,C9440,Camera,Office Equipment,East,1637.33,4,2024-01-11,Debit Card
T08881,C4199,Desktop,Accessories,East,559.43,4,2024-01-26,Credit Card
T08882,C4369,Smartwatch,Office Equipment,South,225.01,2,2023-04-18,Debit Card
T08883,C6561,Laptop,Accessories,East,396.38,6,2024-05-17,Cash
T08884,C5144,Desktop,Office Equipment,East,214.6,1,2023-09-14,Credit Card
T08885,C8754,Camera,Electronics,South,1289.16,3,2023-02-04,Credit Card
T08886,C7818,Headphones,Office Equipment,East,1165.13,7,2023-04-25,Cash
T08887,C6413,Laptop,Accessories,East,772.95,5,2024-03-16,Debit Card
T08888,C6287,Tablet,Accessories,North,1993.13,6,2024-09-19,Credit Card
T08889,C3274,Keyboard,Office Equipment,East,644.98,10,2023-01-03,Debit Card
T08890,C1169,Laptop,Office Equipment,West,1057.76,7,2023-05-16,Cash
T08891,C6170,Printer,Office Equipment,West,136.62,9,2024-06-29,Cash
T08892,C1937,Keyboard,Office Equipment,West,1487.7,9,2023-07-29,Credit Card
T08893,C4853,Desktop,Office Equipment,East,1673.18,6,2023-02-09,Online Payment
T08894,C4422,Mobile Phone,Accessories,West,1862.47,10,2024-06-01,Credit Card
T08895,C2946,Keyboard,Electronics,West,103.44,5,2024-01-26,Online Payment
T08896,C4717,Monitor,Electronics,West,1405.32,6,2024-08-16,Debit Card
T08897,C4183,Camera,Office Equipment,East,1979.32,10,2024-09-25,UPI
T08898,C3970,Laptop,Accessories,North,278.64,1,2023-03-27,Credit Card
T08899,C9180,Headphones,Office Equipment,North,1762.17,5,2022-12-27,UPI
